entrez	logFC	AveExpr	t	P.Value	adj.P.Val	B
332110	-0.637579685210103	0.281993081110016	-1.54400725071059	0.161357970924914	0.256111792034685	-5.11268162528097
269582	-0.36483343201652	2.41907677296648	-1.54391855014331	0.161379182853276	0.256111792034685	-5.49318085361274
12842	1.05233878355307	6.30263794078491	1.54388379787816	0.161387494225316	0.256111792034685	-6.0271226179101
53424	-0.221626825552829	5.87457771404269	-1.54302581609491	0.161592812177095	0.256404533681242	-6.03104096668661
74098	-0.171391069291261	4.5602501003285	-1.54296169357444	0.1616081663753	0.256404533681242	-5.91321081726683
14450	-0.239035972013681	5.66000866646857	-1.54275742427183	0.16165708762923	0.256453426617544	-6.0161038150375
65086	-1.03538022040203	-0.767581517781207	-1.54256549127765	0.161703066587244	0.256480824617738	-4.84465637783215
330657	0.401439875006047	0.809634746030086	1.54253416788771	0.161710571455067	0.256480824617738	-5.24311899144985
20044	0.192915268498297	8.4079765465977	1.54244225863055	0.161732594091891	0.256487034853519	-5.95803540408885
23821	0.188617039707272	6.11223394188341	1.54223558809947	0.161782124884834	0.256536863203143	-6.03830237892955
12029	-0.891339521298071	-0.485234161894143	-1.54179142858605	0.161888618749273	0.256676996259621	-4.89698330644211
67630	-0.28228769740248	6.25543342960812	-1.54170045418076	0.161910439019968	0.25668286163602	-6.04373713488498
27402	-0.189794726373143	4.20707091347805	-1.54160724785067	0.161932797370603	0.256689578643083	-5.87555106911907
93747	-0.190988820255086	5.87180356213232	-1.54138805233782	0.161985389004501	0.256744213410401	-6.02789115286286
100861722	-0.315735792008652	5.12766146295082	-1.54073416068435	0.162142368931264	0.256964271191693	-5.92934247319184
240660	0.341053279781939	3.64570818700669	1.54026818202105	0.162254320250016	0.257112926092569	-5.76477562850364
236732	-0.18629206271016	4.48678898973444	-1.53990209432727	0.162342321662033	0.257210368690552	-5.90877501864287
18188	0.342052078575253	2.98664413082819	1.53986130692313	0.162352128941915	0.257210368690552	-5.6769124581337
50909	-0.426646901735732	3.78608673638585	-1.53969524949353	0.162392062756582	0.257234993080314	-5.76994223534557
22697	-0.338714027058723	4.0797357170204	-1.53954083816553	0.162429203840436	0.257234993080314	-5.89127926850394
103677	-0.179401318750542	6.5926566807628	-1.53951574888023	0.162435239375164	0.257234993080314	-6.046793509381
629480	0.256015910846977	2.53836600420219	1.53949466486363	0.162440311549835	0.257234993080314	-5.60645502143126
67231	0.173175299345997	5.54710909946974	1.53912693140475	0.162528800030373	0.257346350595823	-6.02606037644137
76491	0.204365667630258	4.62323436193585	1.53757850330808	0.162901878477181	0.257908249539429	-5.99804484381537
246727	-0.422990159586283	-0.222939555931851	-1.53739404500118	0.162946373297825	0.257947422947708	-5.24791400408929
230936	0.240509179717832	5.88563799156727	1.53732495527749	0.162963041860857	0.257947422947708	-6.03380873528377
67441	-0.370340339592959	0.7479769946458	-1.53651085070718	0.163159568211199	0.258200554421898	-5.33464406175474
20621	0.343645531694101	2.80912305466356	1.53643803829567	0.163177155662531	0.258200554421898	-5.60935482587623
330401	0.199611061275871	5.09995195210609	1.53643600617011	0.163177646536169	0.258200554421898	-5.99216488458605
329584	-0.334735785379197	2.34310838325437	-1.53605627410101	0.163269396736857	0.25831687755809	-5.55707143119135
56480	0.315042147781472	5.93229006912346	1.53594395510809	0.16329654396223	0.258330974449966	-6.049063731598
67252	-0.786010088483246	-0.120323023029021	-1.53559313438	0.163381362662842	0.258436292810626	-4.90327231837634
434249	0.567779775514993	-0.180819539925188	1.53506517193642	0.1635090841178	0.258609443560589	-5.0941576245744
226841	0.516915506881369	1.18857847480579	1.53417612024851	0.163724361332904	0.258921020238984	-5.20478470364712
71228	-0.159160812798431	6.93450409297648	-1.53394694938853	0.163779894709242	0.258979929510651	-6.04858796699896
236904	0.223726460862111	3.41934878075302	1.53359135942753	0.163866095926483	0.259049700943424	-5.75181440445267
72322	-0.163149165070101	5.59493682509275	-1.53354122841576	0.163878251844803	0.259049700943424	-6.02538972895178
24030	-0.264515239484898	3.39594867423905	-1.53353862781834	0.163878882467633	0.259049700943424	-5.80081921638512
18596	0.767141714127764	2.7085660529295	1.53302450297461	0.164003596311147	0.259178842837075	-5.50189442240708
432769	-0.490909873987036	-0.00500730130181141	-1.53301539409457	0.164005806668154	0.259178842837075	-5.1516185397202
69597	-0.159678727097615	6.06839263936022	-1.53297556854777	0.164015471033642	0.259178842837075	-6.04937821973397
98314	-0.290089788672819	1.91710782337555	-1.53199399990619	0.164253827945258	0.25950781790785	-5.54408829264551
239099	-0.318234130959187	1.979754081363	-1.53196738119595	0.164260296178029	0.25950781790785	-5.53623522524709
66822	-0.398705070542447	3.53732903808271	-1.53171210549985	0.164322338725335	0.259576885027809	-5.780439836429
232855	0.182512321725102	3.86381989501358	1.53158714694181	0.164352716510375	0.259595922097397	-5.89364121945475
107831	-1.13537938768496	-2.38877341931797	-1.53057063657249	0.164600020977814	0.259915054446584	-4.70443373055688
503610	-0.274878610858522	6.4249223217003	-1.53055115231448	0.164604764527656	0.259915054446584	-6.05782286753653
76498	0.438909058661274	2.53831040355394	1.53053042996691	0.164609809632213	0.259915054446584	-5.62165248020899
217866	-0.150346232895094	7.42687478106064	-1.52849826097671	0.165105242015444	0.260668273868565	-6.04184128967931
68147	0.191098321842003	4.67338796350854	1.52837485658421	0.165135370534712	0.260686785202742	-5.94829686111811
66255	-0.471591859760464	1.15748075150215	-1.52744620170352	0.165362255314868	0.261015862105539	-5.35792406875347
67886	0.283500777945283	6.97783330305596	1.52731850278907	0.165393476056485	0.261036054411155	-6.0591315156594
54383	-0.27211746183381	6.86704137143267	-1.5269884236567	0.165474200719698	0.261134364215076	-6.0568792077971
69123	0.484574296985302	0.800121824060977	1.526814305468	0.165516797606636	0.261172489484014	-5.34059566880098
76784	0.22236625239768	4.55845699448251	1.52631165617676	0.165639822825417	0.261310404221646	-5.94508583958168
20682	-0.23636751995609	8.44487863822304	-1.52630645760723	0.165641095623449	0.261310404221646	-5.98778305859633
69752	-0.186867694844037	3.96404461914415	-1.52583268079874	0.165757130265927	0.261464337440629	-5.86165512873244
74775	0.298450588364116	4.75947458563471	1.52501613420032	0.16595728560029	0.261750913097439	-5.99082575266563
27965	-0.197752959711395	5.33089671854685	-1.52472191052639	0.166029460174778	0.261835593784873	-6.00505374701801
