entrez	logFC	AveExpr	t	P.Value	adj.P.Val	B
73218	0.139994052703398	4.71453657544345	0.712490579534554	0.496514272300014	0.563822724637622	-7.48702172718915
244631	-0.13667839590602	4.71542904459718	-0.71231984582357	0.496614363035151	0.56389117854853	-7.47235246637376
99011	-0.131924220932573	4.37653374341189	-0.712200121727983	0.496684557635607	0.563925678014457	-7.43619096237403
72462	0.186311001254738	5.69174435145639	0.711501290549114	0.497094410851484	0.564345782616917	-7.53479836984547
66268	-0.134240574667967	2.57493482837429	-0.710431800877015	0.497722066980334	0.56501306930409	-7.13916890978338
27419	0.0923565067365719	4.22301152656767	0.710278723609355	0.497811945432575	0.565069813851465	-7.40338534756367
66069	-0.133439492539607	2.53297826522729	-0.709189695232122	0.498451660832359	0.56571619013261	-7.1021737952032
78935	0.12358072900518	3.88951517911943	0.709173358198316	0.498461261492772	0.56571619013261	-7.37938828691357
320742	0.200808110811778	0.732644963680927	0.708404186278771	0.498913408184958	0.566183979085077	-6.76721149197676
67574	0.153850076716944	3.55317204841117	0.708229997899115	0.499015838570659	0.566254854870895	-7.33810718318633
106248	-0.157064776199173	4.96209277029409	-0.707308635329584	0.499557862621093	0.566809939046372	-7.5085162328801
263876	-0.112387766566581	5.48699788809017	-0.707216231315687	0.499612243194147	0.566809939046372	-7.54133151506902
27053	0.0850803215741633	5.16805210150794	0.707194462914619	0.499625054636992	0.566809939046372	-7.52225495026299
16569	-0.110686466282515	5.21440355469043	-0.70648529012103	0.500042541131309	0.567200735735981	-7.51331777698835
399558	-0.451720124328822	1.30124387623058	-0.706413176199621	0.500085006652774	0.567200735735981	-6.90399550903877
320844	0.171763530859755	2.02470926047614	0.706378983916265	0.500105142167043	0.567200735735981	-6.98910152717888
66916	0.120506769073885	5.04603903289084	0.706337284578478	0.500129699212312	0.567200735735981	-7.5006814787676
26431	-0.0844238222929299	5.5312468249008	-0.705935174937613	0.5003665438373	0.567423912693568	-7.54387746652071
56188	0.303235883372659	-0.0059821729489359	0.705433155274148	0.500662335948508	0.567713895990283	-6.61765007373151
68205	-0.082219982631722	4.9941346821816	-0.705290074645118	0.500746659987745	0.567764062973377	-7.51907953240566
68652	-0.0944636420251088	7.50656280470544	-0.705058411153638	0.500883209124848	0.567873431827555	-7.52990854686454
17289	-0.183748209408078	3.40236338746516	-0.704911124304419	0.500970036526442	0.567898493054594	-7.34698895353956
76933	-0.272925633699322	0.255156813439782	-0.704884899626795	0.500985497296873	0.567898493054594	-6.74027827575889
17392	-0.642839263148226	1.03115073091497	-0.704388403711923	0.501278263815975	0.568184892930567	-6.80319410838127
214742	0.111699485311827	3.69523880480529	0.704061829611197	0.501470892462333	0.568357752578728	-7.36689606221882
71900	0.0880803330961033	6.08315773356863	0.703561285502497	0.501766227841584	0.568646981148575	-7.5581804819124
73747	-0.188511548332887	0.936118699394038	-0.703335435872297	0.501899521694582	0.568752537984301	-6.82187386506079
66884	0.0884880803108654	6.07892926317775	0.703243154396396	0.501953991617911	0.568768761800473	-7.55812821412668
13653	-0.402562320432772	10.7226435489967	-0.702977202246059	0.502110993084952	0.568901153179359	-7.33766185877899
20773	0.135874793297399	6.74268421162729	0.702300663395828	0.502510519412223	0.569308286609145	-7.55617026535569
106326	0.099392860882312	5.55672753324666	0.700660125051423	0.503480165982573	0.57033019150564	-7.54631750174415
73582	-0.127055717296795	2.30232887233711	-0.700638341145475	0.503493049401908	0.57033019150564	-7.10882059261583
